MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,target
50.0,RL,80.0,9600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1950.0,1950.0,None,0.0,TA,TA,TA,TA,No,280.0,0.0,752.0,1032.0,TA,Y,1032.0,220.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1950.0,Unf,1.0,288.0,Y,0.0,0.0,96.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,119000.0
50.0,RL,54.0,6342.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1875.0,1996.0,None,0.0,TA,Gd,TA,TA,No,0.0,0.0,780.0,780.0,Gd,N,780.0,240.0,0.0,1020.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,,,0.0,0.0,N,0.0,0.0,176.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,94000.0
20.0,RL,,9819.0,Pave,,IR1,Lvl,AllPub,Inside,Mod,1Fam,6.0,5.0,1977.0,1977.0,None,0.0,TA,TA,TA,TA,Gd,1567.0,0.0,0.0,1567.0,TA,Y,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,2.0,1977.0,RFn,2.0,714.0,Y,264.0,32.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,196000.0
30.0,RL,98.0,8731.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1920.0,1950.0,None,0.0,TA,Fa,TA,TA,No,645.0,0.0,270.0,915.0,TA,Y,1167.0,0.0,0.0,1167.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1972.0,Unf,2.0,495.0,Y,0.0,0.0,216.0,0.0,126.0,0.0,,,,0.0,5.0,2007.0,144000.0
20.0,RL,60.0,7350.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,5.0,7.0,1951.0,1951.0,None,0.0,TA,TA,TA,TA,Mn,852.0,0.0,100.0,952.0,TA,Y,952.0,0.0,0.0,952.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,1988.0,Unf,2.0,840.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,139000.0
60.0,RL,,10304.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,7.0,1976.0,1976.0,BrkFace,44.0,TA,Gd,TA,TA,No,381.0,0.0,399.0,780.0,Ex,Y,1088.0,780.0,0.0,1868.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,1.0,1976.0,Unf,2.0,484.0,Y,448.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,197500.0
60.0,RL,77.0,9965.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,8.0,5.0,2006.0,2007.0,Stone,340.0,Gd,TA,Ex,TA,Gd,1150.0,0.0,316.0,1466.0,Ex,Y,1466.0,1362.0,0.0,2828.0,1.0,0.0,3.0,0.0,4.0,1.0,Gd,11.0,1.0,2006.0,RFn,3.0,1052.0,Y,125.0,144.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,424870.0
20.0,RL,,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,3.0,1959.0,1959.0,None,0.0,TA,TA,TA,TA,No,288.0,0.0,718.0,1006.0,TA,Y,1006.0,0.0,0.0,1006.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,,,0.0,0.0,Y,0.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,80000.0
190.0,RL,60.0,12180.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,4.0,4.0,1941.0,1950.0,None,0.0,TA,Fa,Gd,TA,No,348.0,0.0,324.0,672.0,Fa,N,672.0,252.0,0.0,924.0,1.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,0.0,1941.0,Unf,1.0,280.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,7.0,2010.0,80000.0
50.0,RM,52.0,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1928.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,1042.0,1042.0,Ex,Y,1042.0,534.0,0.0,1576.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,8.0,1.0,1928.0,Unf,1.0,225.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,149000.0
20.0,RL,,11200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1985.0,1985.0,BrkFace,85.0,Gd,TA,Gd,TA,No,1258.0,0.0,40.0,1298.0,TA,Y,1298.0,0.0,0.0,1298.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,1.0,1985.0,Unf,2.0,403.0,Y,165.0,26.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,180000.0
70.0,RL,75.0,12000.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,1Fam,7.0,7.0,1941.0,1950.0,None,0.0,TA,TA,TA,TA,No,275.0,0.0,429.0,704.0,Ex,Y,860.0,704.0,0.0,1564.0,0.0,0.0,1.0,1.0,3.0,1.0,Fa,7.0,1.0,1941.0,Unf,1.0,234.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,174500.0
50.0,RM,,5700.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,7.0,1926.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,572.0,572.0,TA,Y,572.0,539.0,0.0,1111.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,1.0,1982.0,Unf,1.0,288.0,Y,0.0,0.0,176.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,116900.0
70.0,RM,50.0,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,9.0,1920.0,1988.0,None,0.0,TA,Gd,TA,TA,No,624.0,0.0,26.0,650.0,Ex,Y,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,7.0,0.0,1930.0,Unf,2.0,324.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,143000.0
20.0,RL,57.0,8280.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1950.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,932.0,932.0,Ex,Y,932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,1.0,1950.0,Unf,1.0,306.0,Y,0.0,0.0,214.0,0.0,0.0,0.0,,GdPrv,,0.0,11.0,2007.0,124000.0
20.0,RL,134.0,17755.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,4.0,1959.0,1959.0,BrkFace,132.0,TA,TA,TA,TA,No,176.0,0.0,1290.0,1466.0,TA,Y,1466.0,0.0,0.0,1466.0,0.0,0.0,1.0,1.0,3.0,1.0,Fa,6.0,2.0,1959.0,Fin,2.0,528.0,Y,0.0,140.0,0.0,0.0,100.0,0.0,,,,0.0,11.0,2006.0,149900.0
20.0,RL,90.0,14115.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,7.0,1956.0,2004.0,None,0.0,TA,TA,TA,TA,No,296.0,547.0,230.0,1073.0,Ex,Y,1811.0,0.0,0.0,1811.0,0.0,0.0,1.0,0.0,2.0,1.0,Ex,6.0,1.0,1956.0,Fin,2.0,470.0,Y,0.0,0.0,280.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,230000.0
30.0,RM,,5890.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,6.0,8.0,1930.0,2007.0,None,0.0,Gd,Gd,TA,TA,Av,538.0,0.0,278.0,816.0,Ex,Y,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,2002.0,Unf,1.0,432.0,Y,0.0,0.0,96.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,120500.0
60.0,RL,,13700.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,7.0,6.0,1965.0,1988.0,Stone,288.0,TA,TA,TA,TA,Gd,454.0,0.0,410.0,864.0,TA,Y,902.0,918.0,0.0,1820.0,0.0,0.0,1.0,2.0,4.0,1.0,Gd,8.0,2.0,1965.0,Unf,2.0,492.0,Y,60.0,84.0,0.0,0.0,273.0,0.0,,GdPrv,,0.0,5.0,2008.0,201800.0
20.0,RL,90.0,10768.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,5.0,8.0,1976.0,2004.0,None,0.0,Gd,Gd,Gd,TA,Gd,1157.0,0.0,280.0,1437.0,TA,Y,1437.0,0.0,0.0,1437.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,1976.0,RFn,2.0,528.0,Y,0.0,21.0,0.0,0.0,180.0,0.0,,,,0.0,7.0,2007.0,218000.0
80.0,RL,85.0,9350.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1965.0,1999.0,None,0.0,TA,Gd,TA,TA,Gd,633.0,0.0,586.0,1219.0,Gd,Y,1265.0,0.0,0.0,1265.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,1965.0,RFn,2.0,502.0,Y,0.0,92.0,0.0,96.0,0.0,0.0,,MnPrv,,0.0,10.0,2008.0,179900.0
120.0,RL,34.0,5001.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Twnhs,7.0,5.0,2007.0,2008.0,Stone,166.0,Gd,TA,Gd,TA,No,904.0,0.0,410.0,1314.0,Ex,Y,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,1.0,2008.0,RFn,2.0,626.0,Y,172.0,62.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,230000.0
20.0,RL,92.0,11932.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,8.0,5.0,2007.0,2008.0,Stone,186.0,Gd,TA,Gd,TA,No,0.0,0.0,1580.0,1580.0,Ex,Y,1580.0,0.0,0.0,1580.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,0.0,2008.0,RFn,3.0,830.0,Y,0.0,24.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,235128.0
60.0,RL,76.0,9120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,6.0,1974.0,1974.0,BrkFace,270.0,Gd,TA,TA,TA,No,442.0,0.0,459.0,901.0,TA,Y,943.0,933.0,0.0,1876.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,1.0,1974.0,RFn,2.0,540.0,Y,0.0,69.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,185000.0
160.0,RL,24.0,2280.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,6.0,5.0,1978.0,1978.0,None,0.0,TA,TA,Gd,TA,No,311.0,0.0,544.0,855.0,Fa,Y,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,1978.0,Unf,2.0,440.0,Y,26.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,146000.0
20.0,RL,,14778.0,Pave,,IR1,Low,AllPub,CulDSac,Gtl,1Fam,6.0,7.0,1954.0,2006.0,BrkFace,72.0,Gd,TA,TA,TA,No,728.0,0.0,568.0,1296.0,Ex,Y,1640.0,0.0,0.0,1640.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,1.0,1993.0,Unf,2.0,924.0,Y,108.0,0.0,0.0,216.0,0.0,0.0,,,,0.0,11.0,2008.0,224000.0
20.0,RL,109.0,8724.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1968.0,1968.0,None,0.0,TA,TA,Gd,TA,No,492.0,0.0,402.0,894.0,Gd,Y,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,1.0,1968.0,Fin,2.0,450.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,129000.0
90.0,RL,60.0,12900.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,4.0,4.0,1969.0,1969.0,None,0.0,TA,TA,Gd,TA,Av,1198.0,0.0,0.0,1198.0,TA,Y,1258.0,0.0,0.0,1258.0,2.0,0.0,0.0,2.0,0.0,2.0,TA,6.0,0.0,1969.0,Unf,2.0,400.0,Y,120.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,108959.0
80.0,RL,,16157.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,5.0,7.0,1978.0,1978.0,None,0.0,TA,TA,Gd,TA,Gd,680.0,391.0,289.0,1360.0,Ex,Y,1432.0,0.0,0.0,1432.0,1.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,1.0,1978.0,Unf,2.0,588.0,Y,168.0,180.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,194000.0
20.0,RL,79.0,9541.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2009.0,2009.0,Stone,268.0,Gd,TA,Gd,TA,No,0.0,0.0,1502.0,1502.0,Ex,Y,1502.0,0.0,0.0,1502.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,0.0,2009.0,RFn,2.0,644.0,Y,0.0,114.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,233170.0
20.0,RL,64.0,10475.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,8.0,5.0,2008.0,2008.0,Stone,72.0,Gd,TA,Gd,TA,Av,0.0,0.0,1694.0,1694.0,Ex,Y,1694.0,0.0,0.0,1694.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,0.0,2008.0,RFn,3.0,776.0,Y,160.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2010.0,245350.0
60.0,RL,58.0,10852.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,2000.0,2000.0,None,0.0,TA,TA,Gd,TA,No,786.0,0.0,173.0,959.0,Ex,Y,959.0,712.0,0.0,1671.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,2000.0,Fin,2.0,472.0,Y,0.0,38.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2006.0,173000.0
70.0,RL,120.0,13728.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,6.0,7.0,1935.0,1986.0,None,0.0,TA,TA,TA,TA,No,626.0,0.0,501.0,1127.0,Ex,Y,1236.0,872.0,0.0,2108.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,2.0,1935.0,Unf,2.0,540.0,Y,0.0,0.0,0.0,0.0,90.0,0.0,,,,0.0,7.0,2008.0,235000.0
60.0,RL,118.0,35760.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,10.0,5.0,1995.0,1996.0,BrkFace,1378.0,Gd,Gd,Ex,TA,Gd,1387.0,0.0,543.0,1930.0,Ex,Y,1831.0,1796.0,0.0,3627.0,1.0,0.0,3.0,1.0,4.0,1.0,Gd,10.0,1.0,1995.0,Fin,3.0,807.0,Y,361.0,76.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,625000.0
80.0,RL,76.0,9880.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,6.0,1977.0,1977.0,None,0.0,TA,TA,TA,TA,Av,522.0,0.0,574.0,1096.0,TA,Y,1118.0,0.0,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1977.0,Fin,1.0,358.0,Y,203.0,0.0,0.0,0.0,0.0,576.0,Gd,GdPrv,,0.0,7.0,2008.0,171000.0
20.0,RL,76.0,9120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,6.0,1958.0,1958.0,None,0.0,TA,TA,TA,TA,No,662.0,0.0,599.0,1261.0,Ex,Y,1261.0,0.0,0.0,1261.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1958.0,RFn,2.0,433.0,Y,0.0,0.0,0.0,0.0,288.0,0.0,,,Shed,1400.0,11.0,2008.0,163000.0
160.0,FV,35.0,4017.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,7.0,5.0,2006.0,2007.0,None,0.0,Gd,TA,Gd,TA,No,0.0,0.0,625.0,625.0,Ex,Y,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,5.0,0.0,2006.0,Fin,2.0,625.0,Y,0.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,171900.0
50.0,RL,138.0,18030.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,1Fam,5.0,6.0,1946.0,1994.0,None,0.0,TA,TA,TA,TA,No,152.0,469.0,977.0,1598.0,TA,Y,1636.0,971.0,479.0,3086.0,0.0,0.0,3.0,0.0,3.0,1.0,Ex,12.0,1.0,,,0.0,0.0,Y,122.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,3.0,2007.0,200500.0
70.0,RL,80.0,16560.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,6.0,8.0,1932.0,1950.0,None,0.0,TA,TA,Gd,TA,No,503.0,0.0,449.0,952.0,TA,Y,1170.0,1175.0,0.0,2345.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,9.0,1.0,1932.0,Unf,2.0,360.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,239000.0
50.0,RL,85.0,10678.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,8.0,5.0,1992.0,2000.0,BrkFace,337.0,Gd,TA,Gd,TA,No,700.0,0.0,983.0,1683.0,Ex,Y,2129.0,743.0,0.0,2872.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,1.0,1992.0,Fin,2.0,541.0,Y,0.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,285000.0
20.0,RL,37.0,6951.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,5.0,1984.0,1985.0,None,0.0,TA,TA,TA,TA,No,658.0,0.0,218.0,876.0,TA,Y,923.0,0.0,0.0,923.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1984.0,Unf,1.0,264.0,Y,362.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,10.0,2008.0,119500.0
50.0,RM,,3950.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,1Fam,6.0,8.0,1926.0,2004.0,None,0.0,TA,TA,TA,TA,No,468.0,0.0,350.0,818.0,TA,Y,818.0,406.0,0.0,1224.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1926.0,Unf,1.0,210.0,N,0.0,0.0,116.0,0.0,0.0,0.0,,,,0.0,12.0,2009.0,115000.0
50.0,RL,54.0,7681.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,5.0,6.0,1921.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,731.0,731.0,Ex,Y,820.0,523.0,0.0,1343.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,1.0,1921.0,Unf,1.0,186.0,Y,192.0,0.0,102.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,154900.0
20.0,RL,77.0,8335.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,5.0,5.0,1954.0,1954.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,Gd,Y,1124.0,0.0,0.0,1124.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,1.0,,,0.0,0.0,N,0.0,36.0,190.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,93000.0
60.0,RL,,11170.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,1Fam,7.0,5.0,1990.0,1991.0,None,0.0,TA,TA,Gd,TA,No,1216.0,0.0,0.0,1216.0,Ex,Y,1298.0,1216.0,0.0,2514.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,8.0,0.0,1990.0,Fin,2.0,693.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,4.0,2006.0,250000.0
120.0,RM,64.0,5587.0,Pave,,IR1,HLS,AllPub,Inside,Mod,TwnhsE,8.0,5.0,2008.0,2008.0,Stone,186.0,Ex,TA,Ex,TA,Gd,1480.0,0.0,120.0,1600.0,Ex,Y,1652.0,0.0,0.0,1652.0,1.0,1.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,2008.0,Fin,2.0,482.0,Y,162.0,53.0,0.0,153.0,0.0,0.0,,,,0.0,11.0,2008.0,392500.0
60.0,RL,160.0,15623.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,10.0,5.0,1996.0,1996.0,None,0.0,Gd,TA,Ex,TA,Av,2096.0,0.0,300.0,2396.0,Ex,Y,2411.0,2065.0,0.0,4476.0,1.0,0.0,3.0,1.0,4.0,1.0,Ex,10.0,2.0,1996.0,Fin,3.0,813.0,Y,171.0,78.0,0.0,0.0,0.0,555.0,Ex,MnPrv,,0.0,7.0,2007.0,745000.0
30.0,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1920.0,1950.0,None,0.0,TA,TA,TA,TA,No,821.0,0.0,299.0,1120.0,Ex,Y,1130.0,0.0,0.0,1130.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,1.0,1970.0,Unf,2.0,720.0,Y,229.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,120000.0
20.0,RL,50.0,35133.0,Grvl,,Reg,Lvl,AllPub,Inside,Mod,1Fam,5.0,4.0,1963.0,1963.0,BrkFace,226.0,TA,TA,TA,TA,Gd,1159.0,0.0,413.0,1572.0,Gd,Y,1572.0,0.0,0.0,1572.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,2.0,1963.0,RFn,3.0,995.0,Y,0.0,263.0,0.0,0.0,263.0,0.0,,,,0.0,5.0,2007.0,186700.0
50.0,RL,60.0,9738.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1924.0,1950.0,None,0.0,TA,Gd,TA,TA,No,392.0,0.0,392.0,784.0,Gd,Y,949.0,272.0,0.0,1221.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,0.0,1965.0,Unf,1.0,392.0,Y,0.0,0.0,236.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,104900.0
190.0,RL,107.0,10615.0,Pave,,IR1,Bnk,AllPub,Corner,Mod,2fmCon,3.0,5.0,1900.0,1970.0,None,0.0,TA,TA,Fa,TA,Mn,440.0,0.0,538.0,978.0,TA,Y,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,TA,7.0,0.0,1920.0,Unf,2.0,420.0,Y,0.0,74.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,95000.0
20.0,RL,89.0,12461.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,8.0,5.0,1994.0,1995.0,None,0.0,Gd,TA,Gd,TA,No,1456.0,0.0,168.0,1624.0,Ex,Y,1624.0,0.0,0.0,1624.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,1994.0,RFn,3.0,757.0,Y,0.0,114.0,192.0,0.0,0.0,0.0,,GdPrv,,0.0,7.0,2006.0,262000.0
60.0,RL,68.0,8935.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2002.0,2002.0,BrkFace,95.0,Gd,TA,Gd,TA,No,0.0,0.0,831.0,831.0,Ex,Y,831.0,829.0,0.0,1660.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,0.0,2002.0,RFn,2.0,493.0,Y,144.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,195000.0
60.0,RL,60.0,7500.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,1999.0,1999.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,994.0,994.0,Gd,Y,1028.0,776.0,0.0,1804.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,1999.0,Fin,2.0,442.0,Y,140.0,60.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,189000.0
190.0,RL,,32463.0,Pave,,Reg,Low,AllPub,Inside,Mod,2fmCon,4.0,4.0,1961.0,1975.0,Stone,149.0,TA,Gd,TA,TA,Av,1159.0,0.0,90.0,1249.0,Ex,Y,1622.0,0.0,0.0,1622.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,1.0,1975.0,Fin,4.0,1356.0,Y,439.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,168000.0
160.0,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,8.0,5.0,1999.0,2000.0,BrkFace,456.0,Gd,TA,Gd,TA,No,0.0,0.0,776.0,776.0,Ex,Y,764.0,677.0,0.0,1441.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,5.0,0.0,1999.0,Unf,2.0,492.0,Y,206.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,174000.0
50.0,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1925.0,1994.0,None,0.0,TA,TA,TA,TA,Mn,0.0,0.0,702.0,702.0,Gd,Y,842.0,630.0,0.0,1472.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,0.0,1925.0,Unf,1.0,250.0,P,0.0,0.0,84.0,0.0,0.0,0.0,,GdWo,,0.0,7.0,2007.0,125000.0
120.0,RM,,4500.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,TwnhsE,6.0,5.0,1999.0,1999.0,BrkFace,425.0,TA,TA,Ex,TA,No,883.0,0.0,341.0,1224.0,Ex,Y,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,0.0,1999.0,Fin,2.0,402.0,Y,0.0,304.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,165000.0
